question,answer,source,topic,is_generated
"Можно ли вернуть деньги за обучение, если передумал посещать курсы?","Если курсы оплачены, но вы передумали до начала занятий, можно расторгнуть договор и получить полную компенсацию. После начала курса возврат возможен только частично: размер возврата рассчитывается в зависимости от количества прошедших месяцев.",,Оплата и бюджет/платка,FALSE
Кто имеет право на налоговый вычет за оплату довузовских курсов?,"Налоговый вычет в размере 13 % может получить только родитель или законный представитель, оплачивающий обучение ребёнка. Для оформления вычета нужно обратиться на портал Госуслуг.",,Оплата и бюджет/платка,FALSE
Какие способы оплаты доступны для довузовских курсов?,"Оплатить обучение можно наличными в кассе университета, по QR?коду через интернет?банк, в любом банке или через мобильное приложение. Для оформления оплаты материнским капиталом нужно заключить договор с владельцем сертификата и оформить заявку на портале Госуслуг.",,Оплата и бюджет/платка,FALSE
Где и когда проходят дни открытых дверей для абитуриентов МИРЭА?,"У Института довузовской подготовки нет отдельного дня открытых дверей. Абитуриенты могут посещать дни открытых дверей университета и календарь мероприятий, опубликованный на сайте.",,Другое,FALSE
Где узнать о переводе или восстановлении в МИРЭА?,Информация о переводе из других вузов или восстановлении после отчисления размещена на сайте приёмной комиссии МИРЭА.,,Перевод и восстановление,FALSE
Где можно посмотреть перечень вступительных испытаний для разных направлений?,Перечень вступительных испытаний доступен в «Гиде по специальностям» на сайте приёмной комиссии.,,Поступление,FALSE
Какие олимпиады учитываются при поступлении в МИРЭА?,Более 100 олимпиад дают льготы при поступлении: победители и призёры получают дополнительные баллы или право поступления без экзаменов. Подробный список размещён в «Гиде по олимпиадам».,,Поступление,FALSE
Где узнать минимальные баллы ЕГЭ для поступления?,"Минимальные баллы ЕГЭ, необходимые для подачи документов, опубликованы на сайте приемной комиссии МИРЭА.",,Поступление,FALSE
"Могу ли я поступать, если не набрал минимальные баллы по математике?","Для некоторых программ математика не является обязательным предметом. Если для выбранной специальности она не требуется, вы можете подать документы при условии, что набрали минимальные баллы по другим предметам.",,Поступление,FALSE
Где ознакомиться с порядком зачисления в МИРЭА?,Порядок зачисления для бакалавриата и специалитета подробно изложен на сайте приёмной комиссии.,,Поступление,FALSE
Для каких программ предусмотрены внутренние вступительные испытания?,Внутренние вступительные испытания проводятся только для направлений «Дизайн» и «Технология художественной обработки материалов». С подробностями можно ознакомиться на сайте приёмной комиссии.,,Поступление,FALSE
"Можно ли перевестись в МИРЭА, имея академические задолженности?",Возможность перевода с академической задолженностью рассматривается индивидуально. Важно ознакомиться с правилами перевода и наличием свободных мест на соответствующей странице сайта.,,Перевод и восстановление,FALSE
Можно ли получить скидку на обучение в течение всего периода обучения?,"Да, при заключении договора на платное обучение сразу после подачи документов можно получить скидку на весь период обучения. Выпускники довузовских программ получают максимальную скидку, а студенты, поступающие на платное место, могут в дальнейшем перевестись на бюджет при наличии мест.",,Оплата и бюджет/платка,FALSE
Какая скидка предусмотрена для участников СВО и их детей при поступлении в магистратуру?,Для участников специальной военной операции и их детей предоставляется специальная скидка при поступлении на магистерские программы.,www.mirea.ru/upload/iblock/986/u5wmblzxye54svwz5xfye3ujkjk0p4rt/Polozhenie_ob_obosnovaniya_i_poryadke_snizheniya_stoimosti_POU.pdf,Льготы и квоты,TRUE
Какие сроки подачи документов на целевую квоту для ординатуры?,"Для ординатуры заявка и документы на участие в целевой квоте принимаются с 1 июля в сроки, установленные университетом; они могут быть продлены, и конкретные даты публикуются на сайте вуза.",,Льготы и квоты,TRUE
Как заключить договор о целевом обучении после прохождения конкурса в ординатуре?,"После успешного прохождения конкурсного отбора на целевое обучение в ординатуре необходимо предоставить оригинал диплома в приемную комиссию, дождаться приказа о зачислении и заключить договор с заказчиком до начала учебного года.",,Льготы и квоты,TRUE
Может ли университет отказать в приеме заявления через портал Госуслуг?,"Если университет подключен к сервису «Поступление в вуз онлайн», он обязан рассмотреть заявление. Если вуз не подключён, подать заявление можно через сайт вуза или лично.",https://www.gosuslugi.ru/vuzonline,Поступление,FALSE
"Как изменить или отменить заявление, поданное через Госуслуги?","Для редактирования или отмены заявления откройте страницу заявлений в личном кабинете. Там можно изменить отдельные блоки и вновь отправить заявление или удалить выбранное учреждение. Если заявление уже включено в приказ о зачислении, отменить его можно только через приёмную комиссию.",https://www.gosuslugi.ru/vuzonline,Поступление,FALSE
"Как подать документы, если я подаю заявление через портал Госуслуг?","Данные о документе об образовании, индивидуальных достижениях и льготах можно запросить через цифровой профиль на Госуслугах. Если какие?то сведения не подтягиваются, нужно загрузить сканы документов вручную или предоставить их лично.",https://www.gosuslugi.ru/vuzonline,Поступление,FALSE
Как узнать статус заявления на поступление через Госуслуги?,"В личном кабинете на Госуслугах можно просматривать статусы заявления. Зелёный цвет означает одобрение, красный — отказ, жёлтый — необходимость предоставить дополнительную информацию. При смене статуса приходят уведомления.",https://www.gosuslugi.ru/vuzonline,Поступление,FALSE
"Что делать, если результаты ЕГЭ не загрузились в заявление на Госуслугах?","Можно подать заявление без результатов: приёмная комиссия самостоятельно подтвердит данные. Причиной проблем могут быть неверно указанный СНИЛС, ошибки при внесении данных или иностранный диплом, в этом случае нужно уточнить данные.",https://www.gosuslugi.ru/vuzonline,Поступление,FALSE
Почему мой документ об образовании не подтверждается на Госуслугах?,"Если документ об образовании не проходит проверку, нужно проверить корректность введённых данных и при необходимости предоставить оригинал документа или дополнительные сведения, о которых попросит приёмная комиссия.",https://www.gosuslugi.ru/vuzonline,Поступление,FALSE
Как подать согласие на зачисление через Госуслуги?,"Согласие можно подать в личном кабинете на Госуслугах, а также лично или по почте. Для бюджетного приёма согласие необходимо оформить до 12:00 1 августа (для тех, кто сдает внутренние испытания) или до 5 августа (для основного этапа).",https://www.gosuslugi.ru/vuzonline,Поступление,FALSE
Нужна ли справка о состоянии здоровья при подаче документов через Госуслуги?,Для некоторых специальностей требуется медицинская справка по форме 086/у. Её можно загрузить в личном кабинете вместе с документами или предоставить при подаче оригиналов.,https://www.gosuslugi.ru/vuzonline,Поступление,FALSE
Когда публикуются списки поданных документов и конкурсные списки на Госуслугах?,Списки абитуриентов видны сразу после отправки заявления. Конкурсные списки по бюджетным программам появляются 27 июля.,https://www.gosuslugi.ru/vuzonline,Поступление,FALSE
"Что делать, если расписание экзаменов на Госуслугах отличается от информации на сайте вуза?","Если расписание в вашем личном кабинете не совпадает с информацией на сайте вуза, это может быть ошибка или задержка обновления. В этом случае необходимо уточнить точное расписание на сайте университета или связаться с приёмной комиссией.",https://www.gosuslugi.ru/vuzonline,Поступление,FALSE
"Как получить налоговый вычет за обучение, оформив заявку через Госуслуги?","Налоговый вычет снижает сумму налогооблагаемого дохода. Его можно оформить, подав декларацию 3?НДФЛ, через работодателя или с помощью сервиса в личном кабинете налогоплательщика ФНС России. Вычет доступен для оплаты своего обучения, обучения детей, братьев и сестёр и, начиная с 2024 года, обучения супругов.",https://www.gosuslugi.ru/vuzonline,Оплата и бюджет/платка,FALSE
"Куда обращаться, если возникают ошибки при подаче заявления через Госуслуги?","Если возникла ошибка в мобильном приложении Госуслуг, попробуйте отправить заявление через браузер, очистить кэш и повторить отправку. Если проблема остаётся, обратитесь в службу технической поддержки или по телефону горячей линии 8?800?100?20?17.",https://www.gosuslugi.ru/vuzonline,Поступление,FALSE
